"game_date","day_of_week","away_team","away_score","home_team","home_score","status","result","winner","is_conference","location","boxscore_url"
2026-03-22,"Sunday","Middlebury College",6,"Bethel",8,"Final","Final","Bethel",FALSE,"Orlando, FL // COL 3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UkLf%2f28vad2bTwYJGMPUaSg2iMMr09YmlHj8V1RlS%2fiBP07FBBlfg9mpVLZumFw9b&path=baseball"
2026-03-22,"Sunday","Carleton",6,"Knox College",7,"Final","Final
                                                                                        
                                            
                                            
                                                (10 inn.)","Knox College",FALSE,"Davenport, FL // Northeast Regional Park #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqVC3Jfn2cm7FBnTy%2fdxG%2bY%2f%2fj4%2b582nzJ%2fC1gkXsLYnnvVYTsbtbqp%2fckOS1Wlt1E&path=baseball"
2026-03-22,"Sunday","Union College",5,"St. Olaf",6,"Final","Final
                                                                                        
                                            
                                            
                                                (10 inn.)","St. Olaf",FALSE,"Winter Haven, FL // Chain of Lakes #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLZ9%2bMQSs1Hh6pFjcTTxS%2fUb5T7OSLcv7n1Fg2ayWi724%3d&path=baseball"
2026-03-22,"Sunday","Gustavus",2,"Washington University in St. Louis",6,"Final","Final","Washington University in St. Louis",FALSE,"St. Louis, MO // Kelly Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WuQ5GV3sd5EA4Nfuc1Cp2lMTmdiwlLDQs767iOmELwc%2fxE%2fuisnpgSmzow6D%2fd0JR0Zz%2bzCVr9FkyI5OH4XuP0eA%3d%3d&path=baseball"
2026-03-22,"Sunday","Saint Mary's",6,"University of Wisconsin-Superior",2,"Final","Final","Saint Mary's",FALSE,"West Liberty, IA // West Liberty High School","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCoEbbAQCoy16v9NXAKHD0ytrdzUYdU9FyRJLPZ6HL4tXQNF6wz4LozpqeeLsUUN41&path=baseball"
2026-03-22,"Sunday","Hamline",11,"Simpson College",2,"Final","Final","Hamline",FALSE,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiM5E9KVKfInt7HpB1RSwdqCuGQulaD%2fQDXppeToSV6AT386Hs%2fxM%2bDXF%2bw5DgCnNK&path=baseball"
2026-03-22,"Sunday","Gustavus",4,"Washington University in St. Louis",11,"Final","Final","Washington University in St. Louis",FALSE,"St. Louis, MO // Kelly Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WuAiI9epggUbgdLT0vZVE9Y2ehG7mYr6PM1HuasscG%2bs7FLlm29ZOKQg%2fjAfJP0SWLI3mrJDvoyXBSIyv29Z0hyg%3d%3d&path=baseball"
2026-03-22,"Sunday","Hamline",0,"Simpson College",4,"Final","Final","Simpson College",FALSE,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiM5E9KVKfInt7HpB1RSwdqIxvpe%2bq8W1rXplvEBo6RkzoKX%2bFSMu2vH7rOTowX5bN&path=baseball"
2026-03-23,"Monday","Middlebury College",13,"St. Olaf",9,"Final","Final","Middlebury College",FALSE,"Davenport, FL // NERP #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLwWq5DcHfAqxj9J3t36%2fhcHQTuQroPRbCCWeLyimpNb0%3d&path=baseball"
2026-03-23,"Monday","Augsburg",3,"Grinnell College",6,"Final","Final","Grinnell College",FALSE,"Grinnell, IA // Pioneer Park
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhtveQyeNwbkzAlu5obewpsYUzVuJNuGhnX5KgPVKMnlS1LGrUm%2bnlJU7jukBhnoys%2fHUVHjxJFeXL3DTUjoQqio%3d&path=baseball"
2026-03-23,"Monday","St. Scholastica",4,"University of Wisconsin-Stout",14,"Final","Final","University of Wisconsin-Stout",FALSE,"St. Peter, MN // Gustie Baseball Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVp%2fW4h2SoaVpurjg8QXJbbtNDUZ9%2bKYKKn6L%2fLABhDESj646eoBqd9ivo0iCSqvU9&path=baseball"
2026-03-23,"Monday","Carleton",3,"Augustana College",7,"Final","Final","Augustana College",FALSE,"Winter Haven, FL // Chain of Lakes #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqOvqORgwthEAIPQEZs7r5KX3yDMalSp2%2bGnGyODSZ%2b0pojMNYwXZTPtrmH2gKRR2v&path=baseball"
2026-03-23,"Monday","Augsburg",3,"Grinnell College",4,"Final","Final","Grinnell College",FALSE,"Grinnell, IA // Pioneer Park
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhtveQyeNwbkzAlu5obewpsYUzVuJNuGhnX5KgPVKMnlSUvZrPvotaXEBGwaMfP2sjBGZfr0DTLrIxB%2bXzpy0ezg%3d&path=baseball"
2026-03-24,"Tuesday","Carleton",0,"Williams College",8,"Final","Final","Williams College",FALSE,"Davenport, FL // NorthEast Regional Park #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqE0ssYEsmLrC9GuqTfGgpU%2b5NjpdYkufXojwn0zdIQzVsCm3t8m1pz5zY8sm8HoYi&path=baseball"
2026-03-24,"Tuesday","Augsburg",20,"Buena Vista University",4,"Final","Final","Augsburg",FALSE,"Storm Lake, IA // Storm Lake High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhtveQyeNwbkzAlu5obewpsYUzVuJNuGhnX5KgPVKMnlSzVIaWVKXzqJmKEqa6ot3dsjg0ZjDYLq%2f68aHykAJg5o%3d&path=baseball"
2026-03-24,"Tuesday","Saint John's",2,"Bethany Lutheran College",3,"Final","Final","Bethany Lutheran College",FALSE,"Mankato, MN // ISG Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O5GjsHOgeMNyhfb2WRm1TK0yv085tJ2msjpCv5wuYVsQ%3d&path=baseball"
2026-03-24,"Tuesday","Bethel",13,"University of Northwestern (MN)",4,"Final","Final","Bethel",FALSE,"St. Paul, MN // Reynolds Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UdI2JPn1HVreHLmSxzcG6Xes28fAi8tm9k4HbuaQJ8ws%3d&path=baseball"
2026-03-24,"Tuesday","Augsburg",4,"Buena Vista University",14,"Final","Final","Buena Vista University",FALSE,"Storm Lake, Iowa
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhtveQyeNwbkzAlu5obewpsYUzVuJNuGhnX5KgPVKMnlSudjT3RCQeCRQIiIFYHfAGmhEabql7JceL7tuvFSP7IM%3d&path=baseball"
2026-03-24,"Tuesday","Saint John's",5,"Bethany Lutheran College",6,"Final","Final","Bethany Lutheran College",FALSE,"Mankato, MN // ISG Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OEthLdJ7eHCdNV3r4RJHt49Zw6GG6%2br5p16KcMEXUels%3d&path=baseball"
2026-03-25,"Wednesday","Carleton",5,"Oberlin College",15,"Final","Final
                                                                                        
                                            
                                            
                                                (7 inn.)","Oberlin College",FALSE,"Auburndale, MN // Lake Myrtle Park #6","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfq3ZFW%2ffgpvD2ARO5Qi%2f9yCY4JxSMucjNiVWXrCH6MPPYIWBm1%2buZr96YlkUsG23vd&path=baseball"
2026-03-25,"Wednesday","Bethel",22,"University of Wisconsin-River Falls",15,"Final","Final","Bethel",FALSE,"River Falls, WI // FNBRF Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8USd%2f3st8Jli1VvlkC2bDepPNuWIKPVn73FgVUG1piTrIoHdXRC3j0L8CqoWmBOZ4h&path=baseball"
2026-03-25,"Wednesday","Macalester",11,"University of Northwestern (MN)",1,"Final","Final","Macalester",FALSE,"St. Paul, MN // Reynolds Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2kFpql9cyEBvJNcPoMZQdKN%2fFO50p8wvRiAwAug3nEP8%3d&path=baseball"
2026-03-26,"Thursday","North Central University (MN)",2,"St. Scholastica",10,"Final","Final","St. Scholastica",FALSE,"St. Paul, MN // Reynolds Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVeIa%2bDTt6p2qCvcSKokvsXWdplc%2fhPy%2bbsuGkuuJMGniF6sDpDDi%2fIeYpzqOE2mQe&path=baseball"
2026-03-26,"Thursday","North Central University (MN)",3,"St. Scholastica",12,"Final","Final","St. Scholastica",FALSE,"St. Paul, MN // Reynolds Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVCuaBkzZruOQ8ewPhWtqB0Mt6fAho%2fvqvcaPW141zeHVZWAPWIe3OPoi3SO4KSZCC&path=baseball"
2026-03-28,"Saturday","St. Olaf",10,"Macalester",17,"Final","Final","Macalester",TRUE,"St. Paul, MN // Nicholson Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2qpeBtv8tFwkfPDImQtmP1%2b5KWEyTKV8zJ5ovXXElRo7r4pAsjLynmhIC1JD1i%2bsL&path=baseball"
2026-03-28,"Saturday","St. Olaf",7,"Macalester",8,"Final","Final","Macalester",TRUE,"St. Paul, MN // Nicholson Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP20ZPU%2fBGGdwylnCTUaoiJ6UrMX%2b3KoUny9yiDG5KDuGvh3fhAs1o7U7NWOOihQkty&path=baseball"
2026-03-29,"Sunday","Hamline",2,"Bethel",3,"Final","Final
                                                                                        
                                            
                                            
                                                11 innings","Bethel",TRUE,"Arden Hills, MN // Hargis Park
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UW0MBijmq5w8njUD3EgbVTrWQEJ8m0t91i6fFuNNKt5gFTLav6ArM4acz%2fAGX13oF&path=baseball"
2026-03-29,"Sunday","Saint Mary's",3,"Saint John's",2,"Final","Final","Saint Mary's",TRUE,"Collegeville, MN // Becker Park
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OgutbkWfdjl6vTs9np1UHc%2bW1loMm3%2fEN9tvNhKshbqE%3d&path=baseball"
2026-03-29,"Sunday","Augsburg",7,"Carleton",8,"Final","Final
                                                                                        
                                            
                                            
                                                (8 inn.)","Carleton",TRUE,"Northfield, MN / Mel Taube Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfq37zAJXdJSv5U%2fRXsn2wxg2UEi5gVuAzCn36c%2fKP%2baaQRQHG0lV5DdQtPxtmK7CGO&path=baseball"
2026-03-29,"Sunday","Concordia",4,"Gustavus",1,"Final","Final","Concordia",TRUE,"St. Peter, MN // Gustie Baseball Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WuhfYTq9n6heiOSNmpGuquCpVNl%2bInzoQs3gHVcef45bIL9zL11ILbdP7eyKacOtJgxYdcmFujnfU6C2oDf3AKIg%3d%3d&path=baseball"
2026-03-29,"Sunday","Concordia",4,"Gustavus",10,"Final","Final","Gustavus",TRUE,"St. Peter, MN // Gustie Baseball Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WumXUKeLrmPQ43L6OOrh2ejSEOD86Gw9GljkL6iffbsFePAsMAeUs5%2bDFtd8a96ljREGEWuckxnX6d0iGEEL3cnQ%3d%3d&path=baseball"
2026-03-29,"Sunday","Saint Mary's",4,"Saint John's",1,"Final","Final","Saint Mary's",TRUE,"Collegeville, MN // Becker Park
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O3GTj3NeRYFs9X7U4U37gK3JeWc6XnBuIdjDuaSIY%2b0M%3d&path=baseball"
2026-03-29,"Sunday","Hamline",1,"Bethel",6,"Final","Final","Bethel",TRUE,"Arden Hills, MN // Hargis Park
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8Ur%2f%2bk40JrvxEgAZWkkojbe1K1WD4XQVtsv8jwNzEFZ%2fWQQyulldfcm68albGIAq%2bD&path=baseball"
2026-03-29,"Sunday","Augsburg",9,"Carleton",10,"Final","Final
                                                                                        
                                            
                                            
                                                (7 inn.)","Carleton",TRUE,"Northfield, MN / Mel Taube Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfql1dp7VBgqsA%2fPp0KlqFhiYv8u2w1LxqzgQcXy9E3yQU4SetJWoSSQyU01wcUZrUm&path=baseball"
2026-03-30,"Monday","Bethel",6,"Bethany Lutheran College",12,"Final","Final","Bethany Lutheran College",FALSE,"Mankato, MN // ISG Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UJ2I0Z00SSNe8ZRLqwM4ia2dR6PIYVux4jf7OpThOpDKushdiNlnMGvaC2ll31F0z&path=baseball"
2026-03-30,"Monday","Carleton",5,"Hamline",1,"Final","Final","Carleton",TRUE,"St. Paul, MN // CHS Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiJVL%2fcz78hg4pKYqJKxVdosYZJ3FQyww%2b43%2fr11bGA%2bx5%2bEPpg4%2fE9j8FWSdmX8Dn&path=baseball"
2026-03-30,"Monday","Saint John's",1,"Concordia",2,"Final","Final","Concordia",TRUE,"Moorhead, MN // Bucky Burgau Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbTVZA050kknMPBeXsPV%2fmxAnpVCK8BptMBwfx76cSQrILV5TGAGwc2webiPq2Aei0yI1naYGb%2bOImEp2Z6sYLk&path=baseball"
2026-03-30,"Monday","Saint John's",2,"Concordia",6,"Final","Final","Concordia",TRUE,"Moorhead, MN // Bucky Burgau Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbTVZA050kknMPBeXsPV%2fmxYqAg511%2f4RqxXl%2bzKxyFBTGRMdSA0W454WPl4Hbl4U3hytCfFKWff8Bo4hqNtfLo&path=baseball"
2026-03-30,"Monday","Carleton",5,"Hamline",15,"Final","Final
                                                                                        
                                            
                                            
                                                (8 inn.)","Hamline",TRUE,"St. Paul, MN // CHS Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiBP6Ymp9yp5nvJrjtrjRhCGsFu5ZigrgQuM%2b3Nqxd%2bxLaeOaweXqmmwoXqScIFk%2bV&path=baseball"
2026-03-31,"Tuesday","University of Wisconsin-Eau Claire",5,"Saint Mary's",3,"Final","Final","University of Wisconsin-Eau Claire",FALSE,"Winona, MN // Max Molock Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCUWziz4ZugRvWED0P1p%2biY43gr83GrrWBqtUwgY7vttoDoAZU1W2FMKo5kFi5LXFp&path=baseball"
2026-03-31,"Tuesday","Macalester",4,"St. Scholastica",5,"Final","Final","St. Scholastica",TRUE,"Duluth, MN // Wade Stadium
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVtIi3bgKrHxrVvl8Wze5bziFpSnv6BKytx32k96JCm9eexftdRK5aEPj6nfjOPjSR&path=baseball"
2026-03-31,"Tuesday","Gustavus",8,"St. Olaf",5,"Final","Final
                                                                                        
                                            
                                            
                                                (8 inn.)","Gustavus",TRUE,"Northfield, MN // Mark Almli Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLoPpQZ7CC6kcBA0SmbdsClH4m1TOryDpGezMDFgP5qk%2b7f3XwO2ODr0jSUB2ljuUX&path=baseball"
2026-03-31,"Tuesday","University of Wisconsin-Eau Claire",6,"Saint Mary's",7,"Final","Final","Saint Mary's",FALSE,"Winona, MN // Max Molock Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCoJaK4QIVtAntJF%2b1D8iwK33PCllqGJxNV%2fc7P5Bb%2bVLtBzdwk4%2fOS73YMFGChef8&path=baseball"
2026-03-31,"Tuesday","Macalester",3,"St. Scholastica",2,"Final","Final","Macalester",TRUE,"Duluth, MN // Wade Stadium
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVfFrKmPHkIYW3G6NLoNysHl7KpNXFOCeDTz5c0%2f18063%2fN2bScOGz8JekVvScorqR&path=baseball"
2026-03-31,"Tuesday","Gustavus",5,"St. Olaf",4,"Final","Final","Gustavus",TRUE,"Northfield, MN // Mark Almli Field
                                        
                                        
                                            (Conf.)
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLitQd%2bRJyT1Jwe9KfdQ41ywqdxjabYYBuFS8LJ9YLnDPmwN6eutE%2bqTS%2ftxuK1m%2b6&path=baseball"
